Locus_id	Unique_rowname
DN101794|c0_g1	COPZ_CAEEL DN101794|c0_g1
DN101796|c0_g1	DN101796|c0_g1
DN101805|c0_g1	ZFR2_HUMAN DN101805|c0_g1
DN101808|c0_g1	DN101808|c0_g1
DN101820|c0_g1	DDX6_XENTR DN101820|c0_g1
DN101820|c0_g2	DHH1_PICST DN101820|c0_g2
DN101823|c0_g1	ARF12_CAEBR DN101823|c0_g1
DN101823|c0_g2	ARF12_CAEBR DN101823|c0_g2
DN101824|c0_g1	HYDIN_MOUSE DN101824|c0_g1
DN101826|c0_g1	SACS_MOUSE DN101826|c0_g1
DN101827|c0_g1	DN101827|c0_g1
DN101828|c0_g1	DN101828|c0_g1
DN101829|c0_g1	DN101829|c0_g1
DN101830|c0_g1	ADRA2_LABOS DN101830|c0_g1
DN101837|c0_g1	RS17_COTJA DN101837|c0_g1
DN101843|c0_g1	DN101843|c0_g1
DN101845|c0_g1	CBX1_MOUSE DN101845|c0_g1
DN101848|c0_g1	SCO1_MOUSE DN101848|c0_g1
DN101849|c0_g1	DN101849|c0_g1
DN101850|c0_g1	DN101850|c0_g1
DN101851|c0_g1	DN101851|c0_g1
DN101861|c0_g1	ING4_HUMAN DN101861|c0_g1
DN101866|c0_g1	DN101866|c0_g1
DN101870|c0_g2	DN101870|c0_g2
DN101871|c0_g1	DYH1_RAT DN101871|c0_g1
DN101873|c0_g1	RL17_ARGMO DN101873|c0_g1
DN101873|c0_g2	RL17_PHLPP DN101873|c0_g2
DN101875|c0_g1	1433B_XENTR DN101875|c0_g1
DN101882|c0_g1	KLH10_HUMAN DN101882|c0_g1
DN101888|c0_g1	DN101888|c0_g1
DN101889|c0_g1	CC106_BOVIN DN101889|c0_g1
DN101891|c0_g1	DN101891|c0_g1
DN101894|c0_g1	DN101894|c0_g1
DN101901|c0_g1	LTBP4_MOUSE DN101901|c0_g1
DN101905|c0_g1	DN101905|c0_g1
DN101905|c0_g2	DN101905|c0_g2
DN101906|c0_g1	KCNQ2_HUMAN DN101906|c0_g1
DN101919|c0_g1	HPLN2_MOUSE DN101919|c0_g1
DN10192|c0_g1	OPSR_XENLA DN10192|c0_g1
DN101921|c0_g1	LORF1_MOUSE DN101921|c0_g1
DN101926|c0_g1	GNL1_ARATH DN101926|c0_g1
DN101930|c0_g1	PLCX3_HUMAN DN101930|c0_g1
DN101937|c0_g1	DN101937|c0_g1
DN101950|c0_g1	DN101950|c0_g1
DN101953|c0_g1	RS11_XENLA DN101953|c0_g1
DN101953|c0_g2	RS11_XENLA DN101953|c0_g2
DN101957|c0_g1	DN101957|c0_g1
DN101958|c0_g1	DN101958|c0_g1
DN101960|c0_g1	EAA5_HUMAN DN101960|c0_g1
DN101963|c0_g1	DN101963|c0_g1
DN101968|c0_g2	CATB_PIG DN101968|c0_g2
DN101970|c0_g1	DN101970|c0_g1
DN101974|c0_g1	NHLC1_HUMAN DN101974|c0_g1
DN101983|c0_g1	DN101983|c0_g1
DN101987|c0_g1	USH1C_MOUSE DN101987|c0_g1
DN101988|c0_g1	DN101988|c0_g1
DN101989|c0_g2	DN101989|c0_g2
DN101991|c0_g1	DN101991|c0_g1
DN101996|c0_g1	TRY3_SALSA DN101996|c0_g1
DN101996|c0_g2	TRY1_SALSA DN101996|c0_g2
DN101997|c0_g1	RPN2_CAEEL DN101997|c0_g1
DN101998|c1_g1	SECY_VIBCH DN101998|c1_g1
DN102|c0_g1	DN102|c0_g1
DN102000|c1_g1	DN102000|c1_g1
DN102006|c0_g1	UCHL5_PIG DN102006|c0_g1
DN102016|c0_g1	LRRC4_HUMAN DN102016|c0_g1
DN102018|c0_g1	COQ9_MOUSE DN102018|c0_g1
DN102025|c0_g1	NP1L1_XENTR DN102025|c0_g1
DN102025|c0_g2	NP1L1_XENTR DN102025|c0_g2
DN102027|c0_g1	DN102027|c0_g1
DN102029|c0_g1	FHL3_BOVIN DN102029|c0_g1
DN102031|c0_g1	FRIL_CANLF DN102031|c0_g1
DN102034|c0_g1	DN102034|c0_g1
DN102039|c0_g1	DN102039|c0_g1
DN102040|c0_g1	RSSA_SCHJA DN102040|c0_g1
DN102041|c0_g1	NFAT5_MOUSE DN102041|c0_g1
DN102046|c0_g1	HYAS1_HUMAN DN102046|c0_g1
DN102047|c0_g1	DN102047|c0_g1
DN102051|c0_g1	LIN1_NYCCO DN102051|c0_g1
DN102054|c0_g1	TEST_MOUSE DN102054|c0_g1
DN102055|c0_g1	DN102055|c0_g1
DN102057|c0_g1	DN102057|c0_g1
DN102061|c0_g1	TBB_STRPU DN102061|c0_g1
DN102066|c0_g1	GA45B_HUMAN DN102066|c0_g1
DN102068|c0_g1	POL_HV1AN DN102068|c0_g1
DN102072|c0_g1	TF26_SCHPO DN102072|c0_g1
DN102074|c0_g1	DN102074|c0_g1
DN102075|c0_g1	DN102075|c0_g1
DN102085|c0_g1	DN102085|c0_g1
DN102095|c0_g1	ZFAN6_BOVIN DN102095|c0_g1
DN102096|c0_g1	DN102096|c0_g1
DN102099|c0_g1	DN102099|c0_g1
DN102105|c0_g2	NKX31_HUMAN DN102105|c0_g2
DN102111|c0_g1	SCP_PERVT DN102111|c0_g1
DN102113|c0_g1	TTC14_HUMAN DN102113|c0_g1
DN102119|c0_g1	TIM50_DANRE DN102119|c0_g1
DN102127|c0_g1	EF1GA_XENLA DN102127|c0_g1
DN102128|c0_g1	TEN2_HUMAN DN102128|c0_g1
DN102129|c0_g1	PTTG1_RAT DN102129|c0_g1
DN102130|c0_g1	DN102130|c0_g1
DN102131|c0_g2	POL4_DROME DN102131|c0_g2
DN102133|c0_g1	DN102133|c0_g1
DN102133|c0_g2	DN102133|c0_g2
DN102137|c0_g1	5NTC_MOUSE DN102137|c0_g1
DN102145|c0_g1	BROX_CAEEL DN102145|c0_g1
DN102146|c0_g2	RL37A_SCHMA DN102146|c0_g2
DN102147|c0_g1	DN102147|c0_g1
DN102151|c0_g1	DN102151|c0_g1
DN102151|c0_g2	DN102151|c0_g2
DN102151|c0_g3	DN102151|c0_g3
DN102151|c0_g4	DN102151|c0_g4
DN102159|c0_g1	EGL4_CAEEL DN102159|c0_g1
DN102159|c0_g2	KGP1_DROME DN102159|c0_g2
DN102160|c0_g1	DN102160|c0_g1
DN102161|c0_g1	DN102161|c0_g1
DN102162|c0_g1	MAST1_HUMAN DN102162|c0_g1
DN102177|c0_g1	CPLX1_CAEEL DN102177|c0_g1
DN102184|c0_g1	DOCK3_HUMAN DN102184|c0_g1
DN102187|c0_g1	PCCB_PIG DN102187|c0_g1
DN102193|c0_g1	KLHL3_BOVIN DN102193|c0_g1
DN102194|c0_g1	DN102194|c0_g1
DN102198|c0_g1	DN102198|c0_g1
DN102201|c0_g1	DNAJ_UREPA DN102201|c0_g1
DN102206|c0_g1	DN102206|c0_g1
DN102212|c0_g1	DN102212|c0_g1
DN102213|c0_g1	DN102213|c0_g1
DN102218|c0_g1	DN102218|c0_g1
DN102225|c0_g1	DN102225|c0_g1
DN102229|c0_g1	DN102229|c0_g1
DN102237|c0_g1	DN102237|c0_g1
DN102239|c0_g1	DN102239|c0_g1
DN102243|c0_g1	PCDGK_PANTR DN102243|c0_g1
DN102248|c0_g1	DN102248|c0_g1
DN102250|c0_g1	DYLT1_RAT DN102250|c0_g1
DN102251|c0_g2	EHD1_PONAB DN102251|c0_g2
DN102254|c0_g1	WDR63_HUMAN DN102254|c0_g1
DN102263|c0_g1	DN102263|c0_g1
DN102264|c0_g1	HECW2_MOUSE DN102264|c0_g1
DN102265|c0_g1	PKHH1_DANRE DN102265|c0_g1
DN102265|c0_g2	PKHH1_DANRE DN102265|c0_g2
DN102267|c0_g1	CBPE_MOUSE DN102267|c0_g1
DN102275|c0_g1	PXDN_HUMAN DN102275|c0_g1
DN102278|c0_g1	DN102278|c0_g1
DN102279|c0_g1	DN102279|c0_g1
DN102283|c0_g1	DN102283|c0_g1
DN102284|c0_g1	MAST2_HUMAN DN102284|c0_g1
DN102297|c0_g1	AQR_MOUSE DN102297|c0_g1
DN102301|c0_g1	PCDG5_HUMAN DN102301|c0_g1
DN102303|c0_g1	NR4A2_MOUSE DN102303|c0_g1
DN102303|c0_g2	NR4A2_HUMAN DN102303|c0_g2
DN102307|c0_g1	HUTG_HAHCH DN102307|c0_g1
DN102308|c0_g1	YDJ1_CAEEL DN102308|c0_g1
DN102310|c0_g1	DN102310|c0_g1
DN102317|c0_g2	AT2B2_RAT DN102317|c0_g2
DN102317|c0_g3	DN102317|c0_g3
DN102319|c0_g1	Y052_METJA DN102319|c0_g1
DN102320|c0_g1	CRBB3_RAT DN102320|c0_g1
DN102321|c0_g1	CHD4_HUMAN DN102321|c0_g1
DN102324|c0_g1	TCPG_DROME DN102324|c0_g1
DN102328|c0_g1	RHO1_DROME DN102328|c0_g1
DN102329|c0_g1	CK2N2_XENLA DN102329|c0_g1
DN102333|c0_g1	VDAC_DROME DN102333|c0_g1
DN102335|c0_g1	DN102335|c0_g1
DN102342|c0_g1	DYH7_HUMAN DN102342|c0_g1
DN102348|c0_g2	ILKH_CAEEL DN102348|c0_g2
DN102363|c0_g1	DN102363|c0_g1
DN102371|c0_g1	TEGU_SCHMA DN102371|c0_g1
DN102376|c0_g1	DN102376|c0_g1
DN102377|c0_g1	DN102377|c0_g1
DN102380|c0_g1	DN102380|c0_g1
DN102382|c0_g1	DN102382|c0_g1
DN102385|c0_g1	SHAN2_HUMAN DN102385|c0_g1
DN102386|c0_g1	RYR1_RABIT DN102386|c0_g1
DN102389|c0_g1	MK04_HUMAN DN102389|c0_g1
DN102395|c0_g1	DN102395|c0_g1
DN102399|c0_g1	DN102399|c0_g1
DN102409|c0_g1	DN102409|c0_g1
DN102409|c0_g2	DN102409|c0_g2
DN102409|c0_g3	BRD3_MOUSE DN102409|c0_g3
DN102411|c0_g1	DN102411|c0_g1
DN102411|c0_g2	DN102411|c0_g2
DN102412|c0_g1	DN102412|c0_g1
DN102412|c0_g3	DDX17_MOUSE DN102412|c0_g3
DN102420|c0_g1	CAP2_MOUSE DN102420|c0_g1
DN102420|c0_g2	CAP1_HUMAN DN102420|c0_g2
DN102422|c0_g1	DN102422|c0_g1
DN102423|c0_g1	PRDX3_BOVIN DN102423|c0_g1
DN102424|c0_g1	DN102424|c0_g1
DN102425|c0_g1	NDK5_HUMAN DN102425|c0_g1
DN102426|c0_g1	DN102426|c0_g1
DN102427|c0_g1	POL5_DROME DN102427|c0_g1
DN102429|c0_g1	COX7R_HUMAN DN102429|c0_g1
DN102430|c0_g1	CATL_SCHMA DN102430|c0_g1
DN102431|c0_g1	CSW_DROSI DN102431|c0_g1
DN102434|c0_g1	DN102434|c0_g1
DN102435|c0_g1	HNRPK_CHICK DN102435|c0_g1
DN102445|c0_g1	DN102445|c0_g1
DN102451|c0_g1	DN102451|c0_g1
DN102452|c0_g1	DN102452|c0_g1
DN102456|c0_g1	DN102456|c0_g1
DN102457|c0_g1	AB17C_CHICK DN102457|c0_g1
DN102462|c0_g1	PPIB_RAT DN102462|c0_g1
DN102468|c0_g1	PSA4_HUMAN DN102468|c0_g1
DN102473|c0_g1	DN102473|c0_g1
DN102480|c0_g1	POL_AVIRE DN102480|c0_g1
DN102482|c0_g1	T255A_XENLA DN102482|c0_g1
DN102483|c0_g1	CC146_RAT DN102483|c0_g1
DN102485|c0_g1	LIN1_NYCCO DN102485|c0_g1
DN102487|c0_g1	CATL_DROME DN102487|c0_g1
DN102493|c0_g1	STAC_BOVIN DN102493|c0_g1
DN102495|c0_g1	14332_CAEEL DN102495|c0_g1
DN102497|c0_g1	DN102497|c0_g1
DN102500|c0_g1	DN102500|c0_g1
DN102501|c0_g1	CRSPL_MOUSE DN102501|c0_g1
DN102507|c0_g1	WDR63_HUMAN DN102507|c0_g1
DN102511|c0_g1	DN102511|c0_g1
DN102513|c0_g1	DN102513|c0_g1
DN102516|c0_g1	DN102516|c0_g1
DN102522|c0_g1	CALR_ONCVO DN102522|c0_g1
DN102524|c0_g1	SNP25_DROME DN102524|c0_g1
DN102529|c1_g1	DN102529|c1_g1
DN102531|c0_g1	DN102531|c0_g1
DN102531|c0_g2	Y5981_DICDI DN102531|c0_g2
DN102532|c0_g1	DN102532|c0_g1
DN102533|c0_g2	TM121_CHICK DN102533|c0_g2
DN102540|c0_g1	DN102540|c0_g1
DN102542|c0_g1	SET_HUMAN DN102542|c0_g1
DN102546|c0_g1	DN102546|c0_g1
DN102548|c0_g1	DN102548|c0_g1
DN102551|c0_g1	FETUA_SHEEP DN102551|c0_g1
DN102555|c0_g1	ZN512_PONAB DN102555|c0_g1
DN102557|c0_g1	YTX2_XENLA DN102557|c0_g1
DN102560|c0_g1	RNF13_CHICK DN102560|c0_g1
DN102563|c0_g1	DN102563|c0_g1
DN102570|c0_g1	ACHN3_CARAU DN102570|c0_g1
DN102572|c0_g1	COPA_HUMAN DN102572|c0_g1
DN102573|c0_g1	DN102573|c0_g1
DN102585|c0_g1	KLH32_HUMAN DN102585|c0_g1
DN102586|c0_g1	NITO_DROME DN102586|c0_g1
DN102588|c0_g1	DN102588|c0_g1
DN102589|c0_g1	DN102589|c0_g1
DN102601|c0_g1	TRAK1_HUMAN DN102601|c0_g1
DN102603|c0_g1	UBFD1_HUMAN DN102603|c0_g1
DN102605|c0_g2	SH3G2_CHICK DN102605|c0_g2
DN102606|c0_g1	DN102606|c0_g1
DN102609|c0_g1	DN102609|c0_g1
DN102610|c0_g1	YTX2_XENLA DN102610|c0_g1
DN102611|c0_g3	DN102611|c0_g3
DN102614|c0_g1	DESI1_HUMAN DN102614|c0_g1
DN102621|c0_g1	IF1AX_PONAB DN102621|c0_g1
DN102621|c0_g2	IF1AX_PONAB DN102621|c0_g2
DN102624|c0_g1	RS5A_DROME DN102624|c0_g1
DN102629|c0_g1	DN102629|c0_g1
DN102633|c0_g1	SHAN3_RAT DN102633|c0_g1
DN102634|c0_g1	DN102634|c0_g1
DN102642|c0_g1	TXNL1_HUMAN DN102642|c0_g1
DN102643|c0_g1	HXB2A_TAKRU DN102643|c0_g1
DN102644|c0_g1	POL2_DROME DN102644|c0_g1
DN102649|c0_g1	HS74L_MOUSE DN102649|c0_g1
DN102651|c0_g1	PWP2_HUMAN DN102651|c0_g1
DN102651|c0_g2	PWP2_HUMAN DN102651|c0_g2
DN102654|c0_g1	CYB5_NEUCR DN102654|c0_g1
DN102656|c0_g1	SCND3_HUMAN DN102656|c0_g1
DN102657|c0_g1	POL2_DROME DN102657|c0_g1
DN102659|c0_g1	GPV_RAT DN102659|c0_g1
DN102667|c0_g1	H3_MORAP DN102667|c0_g1
DN102675|c0_g1	PYC_RAT DN102675|c0_g1
DN102687|c0_g1	DN102687|c0_g1
DN102688|c0_g1	DN102688|c0_g1
DN102690|c0_g1	DN102690|c0_g1
DN102690|c0_g2	DN102690|c0_g2
DN102695|c0_g1	DN102695|c0_g1
DN102695|c0_g2	DN102695|c0_g2
DN102703|c0_g1	ATP7B_HUMAN DN102703|c0_g1
DN102705|c0_g1	DN102705|c0_g1
DN102710|c0_g1	PDLI4_CHICK DN102710|c0_g1
DN102716|c0_g1	RL30_BRABE DN102716|c0_g1
DN102719|c0_g1	RL221_DICDI DN102719|c0_g1
DN102722|c0_g1	RS27A_HUMAN DN102722|c0_g1
DN102723|c0_g1	CATL2_HUMAN DN102723|c0_g1
DN102730|c0_g1	KAD7_MACFA DN102730|c0_g1
DN102731|c0_g1	VA5_POLFU DN102731|c0_g1
DN102736|c0_g1	DN102736|c0_g1
DN102737|c0_g1	DN102737|c0_g1
DN102740|c0_g1	FCL_HUMAN DN102740|c0_g1
DN102743|c0_g1	EF1B_XENLA DN102743|c0_g1
DN102743|c0_g2	EF1B_BOVIN DN102743|c0_g2
DN102746|c0_g1	DN102746|c0_g1
DN102759|c0_g1	DN102759|c0_g1
DN102778|c0_g1	DN102778|c0_g1
DN102780|c0_g1	RCN3_MOUSE DN102780|c0_g1
DN102781|c0_g1	SYT2_MOUSE DN102781|c0_g1
DN102790|c1_g1	DN102790|c1_g1
DN102793|c0_g1	INSY2_HUMAN DN102793|c0_g1
DN102796|c0_g1	ATLA1_MOUSE DN102796|c0_g1
DN102796|c0_g2	ATLA2_HUMAN DN102796|c0_g2
DN102798|c1_g1	RTJK_DROME DN102798|c1_g1
DN102802|c0_g1	DN102802|c0_g1
DN102806|c0_g1	POL_SRV2 DN102806|c0_g1
DN102808|c0_g1	SARNP_PONAB DN102808|c0_g1
DN102811|c0_g2	CRYAB_RABIT DN102811|c0_g2
DN102814|c0_g1	DN102814|c0_g1
DN102817|c0_g1	RSPH9_DANRE DN102817|c0_g1
DN102821|c0_g1	WLIM1_ARATH DN102821|c0_g1
DN102826|c0_g1	CAPZB_CHICK DN102826|c0_g1
DN102827|c0_g2	KCNJ3_CHICK DN102827|c0_g2
DN102829|c0_g1	DN102829|c0_g1
DN102830|c0_g1	AINX_HUMAN DN102830|c0_g1
DN102831|c0_g1	CUL1_MOUSE DN102831|c0_g1
DN102835|c0_g1	CYB_EPIBI DN102835|c0_g1
DN102837|c0_g1	PY_DICLA DN102837|c0_g1
DN102839|c0_g1	DN102839|c0_g1
DN102841|c0_g1	DN102841|c0_g1
DN102845|c1_g1	LRRT1_BOVIN DN102845|c1_g1
DN102846|c0_g1	YPT1_YEAST DN102846|c0_g1
DN102848|c0_g1	RECQ_SALTY DN102848|c0_g1
DN102848|c0_g2	DN102848|c0_g2
DN102848|c0_g3	BLM_XENLA DN102848|c0_g3
DN102850|c0_g1	OSBP2_HUMAN DN102850|c0_g1
DN102855|c0_g1	DN102855|c0_g1
DN102856|c0_g1	MYO16_HUMAN DN102856|c0_g1
DN102857|c0_g1	CC124_DICDI DN102857|c0_g1
DN102857|c0_g2	DN102857|c0_g2
DN102860|c0_g1	DN102860|c0_g1
DN102860|c0_g2	DN102860|c0_g2
DN102862|c0_g1	F207A_HUMAN DN102862|c0_g1
DN102863|c0_g1	DN102863|c0_g1
DN102870|c0_g1	FLTOP_XENLA DN102870|c0_g1
DN102873|c0_g2	EMX1_XENTR DN102873|c0_g2
DN102874|c0_g1	TRI27_HUMAN DN102874|c0_g1
DN102875|c0_g1	RB39B_BOVIN DN102875|c0_g1
DN102879|c0_g1	DN102879|c0_g1
DN102883|c0_g1	DN102883|c0_g1
DN102885|c0_g1	SPB10_RHIFE DN102885|c0_g1
DN102886|c0_g1	H2AX_DANRE DN102886|c0_g1
DN102898|c0_g1	DN102898|c0_g1
DN102898|c0_g2	DN102898|c0_g2
DN102899|c0_g1	SODE_SCHMA DN102899|c0_g1
DN102900|c0_g1	DN102900|c0_g1
DN102902|c0_g1	DN102902|c0_g1
DN102903|c0_g1	DN102903|c0_g1
DN102906|c0_g1	AKT1_DROME DN102906|c0_g1
DN102906|c0_g2	GLRX5_DANRE DN102906|c0_g2
DN102907|c0_g1	ABCG2_MACMU DN102907|c0_g1
DN102911|c0_g1	STAC_HUMAN DN102911|c0_g1
DN102915|c0_g1	GBS76_DROME DN102915|c0_g1
DN102919|c0_g1	PAK3_RAT DN102919|c0_g1
DN102924|c0_g1	UAP1_HUMAN DN102924|c0_g1
DN102929|c0_g1	NAV2_HUMAN DN102929|c0_g1
DN10293|c0_g1	FAAA_BOVIN DN10293|c0_g1
DN102933|c0_g1	DN102933|c0_g1
DN102935|c0_g1	TRY3_SALSA DN102935|c0_g1
DN102941|c0_g1	DN102941|c0_g1
DN102942|c0_g1	DN102942|c0_g1
DN102954|c0_g1	RL5A_XENLA DN102954|c0_g1
DN102955|c0_g1	FGFP2_CHICK DN102955|c0_g1
DN102960|c0_g1	YHJX_ECOLI DN102960|c0_g1
DN102966|c0_g1	DN102966|c0_g1
DN102967|c0_g1	DN102967|c0_g1
DN102968|c0_g1	NOP56_HUMAN DN102968|c0_g1
DN102970|c0_g1	RET2_PIG DN102970|c0_g1
DN102975|c0_g1	RBBP4_MOUSE DN102975|c0_g1
DN102983|c0_g1	DN102983|c0_g1
DN102984|c0_g1	LORF2_MOUSE DN102984|c0_g1
DN102985|c0_g1	DN102985|c0_g1
DN102998|c0_g1	GLT10_RAT DN102998|c0_g1
DN103001|c0_g1	DN103001|c0_g1
DN103003|c0_g1	CATL_SARPE DN103003|c0_g1
DN103008|c0_g1	DN103008|c0_g1
DN103010|c0_g1	DN103010|c0_g1
DN103014|c0_g1	TXND3_CIOIN DN103014|c0_g1
DN103019|c0_g2	DN103019|c0_g2
DN103019|c0_g3	IQIP1_HUMAN DN103019|c0_g3
DN103023|c0_g1	KAPR2_DROME DN103023|c0_g1
DN103023|c0_g2	KAPR2_DROME DN103023|c0_g2
DN103024|c0_g1	TM141_DANRE DN103024|c0_g1
DN103027|c0_g1	RYR2_RAT DN103027|c0_g1
DN103028|c0_g1	DN103028|c0_g1
DN10303|c0_g1	SYPL1_HUMAN DN10303|c0_g1
DN103037|c0_g1	LSAMP_CHICK DN103037|c0_g1
DN103038|c0_g1	EF1D_MACFA DN103038|c0_g1
DN103039|c0_g1	DN103039|c0_g1
DN103040|c0_g1	DN103040|c0_g1
DN103049|c0_g1	DN103049|c0_g1
DN103050|c0_g3	YG31B_YEAST DN103050|c0_g3
DN103054|c0_g1	DN103054|c0_g1
DN103056|c0_g1	DN103056|c0_g1
DN103061|c0_g1	DN103061|c0_g1
DN103065|c0_g1	NYNRI_MOUSE DN103065|c0_g1
DN103066|c0_g1	PTPRQ_MOUSE DN103066|c0_g1
DN103067|c0_g1	DN103067|c0_g1
DN103068|c0_g1	LECG_THANI DN103068|c0_g1
DN103075|c0_g1	CAZ_DROME DN103075|c0_g1
DN103077|c0_g1	DN103077|c0_g1
DN103079|c0_g1	TSP36_TAESA DN103079|c0_g1
DN103082|c0_g1	PLS1_MOUSE DN103082|c0_g1
DN103086|c0_g1	RL26_MOUSE DN103086|c0_g1
DN103090|c0_g1	PYGM_RABIT DN103090|c0_g1
DN103097|c0_g1	RIMS2_MOUSE DN103097|c0_g1
DN103098|c0_g1	CRBB2_LITCT DN103098|c0_g1
DN103100|c0_g1	APOB_HUMAN DN103100|c0_g1
DN103101|c0_g1	DN103101|c0_g1
DN103103|c0_g1	DN103103|c0_g1
DN103104|c0_g1	RL27A_BOVIN DN103104|c0_g1
DN103109|c0_g1	DN103109|c0_g1
DN103119|c0_g1	CCKN_PAROL DN103119|c0_g1
DN103123|c0_g1	SLIB_HUMAN DN103123|c0_g1
DN103127|c0_g1	DN103127|c0_g1
DN103131|c0_g1	TPC6B_DANRE DN103131|c0_g1
DN103132|c0_g1	DN103132|c0_g1
DN103135|c0_g1	S12A9_MOUSE DN103135|c0_g1
DN103137|c0_g1	DN103137|c0_g1
DN103138|c0_g1	ADIP_ORYLA DN103138|c0_g1
DN103148|c0_g1	T132C_HUMAN DN103148|c0_g1
DN103152|c0_g1	SIM14_BOVIN DN103152|c0_g1
DN103152|c0_g2	SIM14_BOVIN DN103152|c0_g2
DN103159|c0_g1	CXA3_HUMAN DN103159|c0_g1
DN103160|c0_g1	TCAF_DANRE DN103160|c0_g1
DN103161|c0_g1	NMD3_MOUSE DN103161|c0_g1
DN103162|c0_g1	TEFF1_XENLA DN103162|c0_g1
DN103164|c0_g1	CD109_HUMAN DN103164|c0_g1
DN103166|c0_g1	NDNF_XENTR DN103166|c0_g1
DN103168|c0_g1	DN103168|c0_g1
DN103169|c0_g1	ANMY1_MOUSE DN103169|c0_g1
DN103175|c0_g1	DN103175|c0_g1
DN103179|c0_g1	ATPA_MOUSE DN103179|c0_g1
DN103180|c0_g1	DN103180|c0_g1
DN103184|c0_g1	CHADL_MOUSE DN103184|c0_g1
DN103190|c0_g1	DN103190|c0_g1
DN103192|c0_g1	SORT1_DANRE DN103192|c0_g1
DN103193|c0_g1	OLFM4_MOUSE DN103193|c0_g1
DN103195|c0_g1	ZBED1_HUMAN DN103195|c0_g1
DN103197|c0_g1	DN103197|c0_g1
DN103199|c0_g1	FBLN1_CAEEL DN103199|c0_g1
DN103200|c0_g1	DN103200|c0_g1
DN103205|c0_g1	DN103205|c0_g1
DN103208|c0_g1	DN103208|c0_g1
DN103212|c0_g1	DFP3_ANTMY DN103212|c0_g1
DN103215|c0_g1	E41LA_MOUSE DN103215|c0_g1
DN103222|c0_g1	RS13_RAT DN103222|c0_g1
DN103223|c0_g1	DN103223|c0_g1
DN103224|c0_g1	DN103224|c0_g1
DN103225|c0_g1	DN103225|c0_g1
DN103238|c0_g1	DN103238|c0_g1
DN103238|c0_g2	DN103238|c0_g2
DN103240|c0_g1	EAA3_BOVIN DN103240|c0_g1
DN103242|c0_g1	AT5G_MANSE DN103242|c0_g1
DN103242|c0_g2	AT5G_MANSE DN103242|c0_g2
DN103244|c0_g3	SPEF1_XENLA DN103244|c0_g3
DN103248|c0_g3	DN103248|c0_g3
DN103250|c0_g1	ZG8_XENLA DN103250|c0_g1
DN103259|c1_g5	GLTA_BACSU DN103259|c1_g5
DN103268|c0_g1	DN103268|c0_g1
DN103271|c0_g1	TCPA_SCHMA DN103271|c0_g1
DN103273|c0_g1	DN103273|c0_g1
DN103275|c0_g1	DN103275|c0_g1
DN103277|c0_g1	DN103277|c0_g1
DN103283|c0_g1	YRD6_CAEEL DN103283|c0_g1
DN103286|c0_g1	DN103286|c0_g1
DN103288|c0_g2	DN103288|c0_g2
DN103290|c0_g1	TRC_DROPS DN103290|c0_g1
DN103292|c0_g1	PAK1_RAT DN103292|c0_g1
DN103293|c0_g1	DN103293|c0_g1
DN103295|c0_g1	DN103295|c0_g1
DN103295|c0_g2	DN103295|c0_g2
DN103296|c0_g1	DN103296|c0_g1
DN103297|c0_g1	MCA3_HUMAN DN103297|c0_g1
DN103298|c0_g1	ZP1_RABIT DN103298|c0_g1
DN103302|c0_g1	CYB5_RHIST DN103302|c0_g1
DN103304|c0_g1	EXO70_DEBHA DN103304|c0_g1
DN103306|c0_g1	SM16_SCHMA DN103306|c0_g1
DN103307|c0_g2	DN103307|c0_g2
DN103316|c0_g1	CAD16_MOUSE DN103316|c0_g1
DN103324|c0_g1	PDC6I_XENLA DN103324|c0_g1
DN103326|c0_g1	U2AF1_BOVIN DN103326|c0_g1
DN103334|c0_g1	DN103334|c0_g1
DN103336|c0_g1	LRC56_HUMAN DN103336|c0_g1
DN103337|c0_g1	PROC_CANLF DN103337|c0_g1
DN103338|c0_g1	VAMP2_RAT DN103338|c0_g1
DN103340|c0_g1	F107B_HUMAN DN103340|c0_g1
DN103347|c0_g1	DN103347|c0_g1
DN103349|c0_g1	PYC_MOUSE DN103349|c0_g1
DN103351|c0_g1	PCD16_RAT DN103351|c0_g1
DN103353|c0_g1	SH321_MACFA DN103353|c0_g1
DN103355|c0_g1	SPB6_BOVIN DN103355|c0_g1
DN103358|c0_g1	AIFM1_DROME DN103358|c0_g1
DN103358|c0_g2	AIFM1_RAT DN103358|c0_g2
DN103359|c0_g1	DN103359|c0_g1
DN103362|c0_g1	DN103362|c0_g1
DN103364|c0_g1	DN103364|c0_g1
DN103368|c0_g1	DN103368|c0_g1
DN103374|c0_g1	DN103374|c0_g1
DN103379|c0_g1	DN103379|c0_g1
DN103379|c0_g2	DN103379|c0_g2
DN103384|c0_g1	DN103384|c0_g1
DN103388|c0_g1	PIRT_HUMAN DN103388|c0_g1
DN103393|c0_g1	TACC3_MOUSE DN103393|c0_g1
DN103396|c0_g1	MED18_DANRE DN103396|c0_g1
DN103400|c0_g1	RTJK_DROME DN103400|c0_g1
DN103401|c0_g1	DN103401|c0_g1
DN103403|c0_g1	DN103403|c0_g1
DN103408|c0_g1	THAP9_HUMAN DN103408|c0_g1
DN103409|c0_g1	DN103409|c0_g1
DN103411|c0_g1	DN103411|c0_g1
DN103412|c0_g1	PSIP1_CHICK DN103412|c0_g1
DN103413|c0_g1	XCT_PONAB DN103413|c0_g1
